사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2019-05,5호선,2536,을지로4가,"116,764","127,290","45,728","46,621",2019-06-03 10:56:20
2019-05,5호선,2537,동대문역사문화공원,"76,921","92,203","9,075","10,239",2019-06-03 10:56:20
2019-05,5호선,2538,청구,"106,722","99,648","30,250","23,403",2019-06-03 10:56:20
2019-05,5호선,2539,신금호,"173,616","171,718","43,109","47,989",2019-06-03 10:56:20
2019-05,5호선,2540,행당,"223,805","194,596","54,732","49,649",2019-06-03 10:56:20
2019-05,5호선,2541,왕십리(성동구청),"132,979","159,346","28,868","28,115",2019-06-03 10:56:20
2019-05,5호선,2542,마장,"156,394","151,263","48,743","47,568",2019-06-03 10:56:20
2019-05,5호선,2543,답십리,"438,193","394,622","91,908","89,570",2019-06-03 10:56:20
2019-05,5호선,2544,장한평,"485,367","477,564","104,289","105,352",2019-06-03 10:56:20
2019-05,5호선,2545,군자(능동),"317,237","348,817","44,381","46,781",2019-06-03 10:56:20
2019-05,5호선,2546,아차산(어린이대공원후문),"413,355","391,010","108,914","107,492",2019-06-03 10:56:20
2019-05,5호선,2547,광나루(장신대),"400,937","358,633","78,019","73,525",2019-06-03 10:56:20
2019-05,5호선,2548,천호(풍납토성),"503,552","524,201","151,635","162,987",2019-06-03 10:56:20
2019-05,5호선,2549,강동,"534,982","459,174","113,710","102,956",2019-06-03 10:56:20
2019-05,5호선,2550,길동,"172,750","181,105","70,158","72,051",2019-06-03 10:56:20
2019-05,5호선,2551,굽은다리(강동구민회관앞),"251,525","239,625","73,179","67,333",2019-06-03 10:56:20
2019-05,5호선,2552,명일,"198,182","205,465","68,607","71,528",2019-06-03 10:56:20
2019-05,5호선,2553,고덕,"249,321","242,520","73,467","72,088",2019-06-03 10:56:20
2019-05,5호선,2554,상일동,"346,189","284,205","76,797","72,309",2019-06-03 10:56:20
2019-05,5호선,2555,둔촌동,"222,985","222,221","67,270","69,027",2019-06-03 10:56:20
2019-05,5호선,2556,올림픽공원(한국체대),"142,817","130,368","39,206","36,012",2019-06-03 10:56:20
2019-05,5호선,2557,방이,"187,471","191,836","51,760","51,060",2019-06-03 10:56:20
2019-05,5호선,2558,오금,"99,949","98,375","20,626","20,109",2019-06-03 10:56:20
2019-05,5호선,2559,개롱,"176,100","179,280","51,636","52,660",2019-06-03 10:56:20
2019-05,5호선,2560,거여,"193,222","177,992","61,337","59,545",2019-06-03 10:56:20
2019-05,5호선,2561,마천,"124,477","121,652","55,239","57,467",2019-06-03 10:56:20
2019-05,6호선,2611,응암,"461,630","451,893","126,437","125,203",2019-06-03 10:56:20
2019-05,6호선,2612,역촌,"89,900","111,603","39,872","37,893",2019-06-03 10:56:20
2019-05,6호선,2613,불광,"126,744","131,978","45,887","37,382",2019-06-03 10:56:20
2019-05,6호선,2614,독바위,"70,548","72,276","22,406","27,375",2019-06-03 10:56:20
2019-05,6호선,2615,연신내,21,0,1,0,2019-06-03 10:56:20
2019-05,6호선,2616,구산,"201,897","132,304","60,344","60,689",2019-06-03 10:56:20
2019-05,6호선,2617,새절(신사),"367,792","342,638","97,848","98,078",2019-06-03 10:56:20
2019-05,6호선,2618,증산(명지대앞),"266,186","253,741","79,667","78,828",2019-06-03 10:56:20
2019-05,6호선,2619,디지털미디어시티,"361,378","409,245","59,902","59,303",2019-06-03 10:56:20
2019-05,6호선,2620,월드컵경기장(성산),"186,178","212,171","63,866","64,938",2019-06-03 10:56:20
2019-05,6호선,2621,마포구청,"389,621","338,852","90,445","81,808",2019-06-03 10:56:20
2019-05,6호선,2622,망원,"367,008","398,695","92,986","97,792",2019-06-03 10:56:20
2019-05,6호선,2623,합정,"450,647","407,572","47,855","42,800",2019-06-03 10:56:20
2019-05,6호선,2624,상수,"329,384","384,397","24,468","25,130",2019-06-03 10:56:20
2019-05,6호선,2625,광흥창(서강),"243,174","232,994","63,022","61,605",2019-06-03 10:56:20
2019-05,6호선,2626,대흥(서강대앞),"254,180","266,113","56,550","55,989",2019-06-03 10:56:20
2019-05,6호선,2627,공덕,"504,468","496,618","79,638","75,551",2019-06-03 10:56:20
2019-05,6호선,2628,효창공원앞,"197,682","183,595","45,947","42,862",2019-06-03 10:56:20
2019-05,6호선,2629,삼각지,"213,036","171,976","19,271","15,642",2019-06-03 10:56:20
2019-05,6호선,2630,녹사평(용산구청),"177,240","180,587","21,721","20,469",2019-06-03 10:56:20
2019-05,6호선,2631,이태원,"474,838","540,541","38,285","40,174",2019-06-03 10:56:20
2019-05,6호선,2632,한강진,"256,073","303,002","17,974","17,709",2019-06-03 10:56:20
2019-05,6호선,2633,버티고개,"64,534","56,385","16,062","18,110",2019-06-03 10:56:20
2019-05,6호선,2634,약수,"98,046","98,511","26,787","25,673",2019-06-03 10:56:20
2019-05,6호선,2635,청구,"101,044","106,286","20,956","25,594",2019-06-03 10:56:20
2019-05,6호선,2636,신당,"247,799","257,461","42,119","40,910",2019-06-03 10:56:20
2019-05,6호선,2637,동묘앞,"236,866","251,992","77,874","71,838",2019-06-03 10:56:20
2019-05,6호선,2638,창신,"103,329","85,850","20,577","19,347",2019-06-03 10:56:20
2019-05,6호선,2639,보문,"217,035","195,962","36,882","34,693",2019-06-03 10:56:20
2019-05,6호선,2640,안암(고대병원앞),"470,857","473,483","39,426","37,761",2019-06-03 10:56:20
2019-05,6호선,2641,고려대(종암),"297,907","288,661","41,927","41,852",2019-06-03 10:56:20
2019-05,6호선,2642,월곡(동덕여대),"346,172","325,138","83,031","82,237",2019-06-03 10:56:20
2019-05,6호선,2643,상월곡(한국과학기술연구원),"176,088","163,751","46,905","45,744",2019-06-03 10:56:20
2019-05,6호선,2644,돌곶이,"221,354","204,133","64,265","63,341",2019-06-03 10:56:20
2019-05,6호선,2645,석계,"355,950","358,517","86,707","87,432",2019-06-03 10:56:20
2019-05,6호선,2646,태릉입구,"170,008","218,930","41,918","46,759",2019-06-03 10:56:20
2019-05,6호선,2647,화랑대(서울여대입구),"391,102","293,021","52,833","47,609",2019-06-03 10:56:20
2019-05,6호선,2648,봉화산(서울의료원),"268,020","238,626","59,519","57,955",2019-06-03 10:56:20
2019-05,7호선,2711,장암,"72,083","25,400","10,315","7,016",2019-06-03 10:56:20
2019-05,7호선,2712,도봉산,"281,587","325,572","50,670","71,105",2019-06-03 10:56:20
2019-05,7호선,2713,수락산,"353,544","339,352","100,262","100,498",2019-06-03 10:56:20
2019-05,7호선,2714,마들,"314,149","284,142","87,870","87,743",2019-06-03 10:56:20
2019-05,7호선,2715,노원,"559,877","614,042","131,331","131,338",2019-06-03 10:56:20
2019-05,7호선,2716,중계,"424,874","384,831","106,779","104,282",2019-06-03 10:56:20
2019-05,7호선,2717,하계,"532,519","499,818","121,524","115,340",2019-06-03 10:56:20
2019-05,7호선,2718,공릉(서울과학기술대),"372,239","365,201","76,684","76,749",2019-06-03 10:56:20
2019-05,7호선,2719,태릉입구,"297,727","282,867","58,142","55,553",2019-06-03 10:56:20
2019-05,7호선,2720,먹골,"288,952","273,412","70,888","70,256",2019-06-03 10:56:20
2019-05,7호선,2721,중화,"323,310","309,667","75,005","73,332",2019-06-03 10:56:20
2019-05,7호선,2722,상봉(시외버스터미널),"488,176","469,088","79,570","75,259",2019-06-03 10:56:20
2019-05,7호선,2723,면목,"448,180","426,805","101,854","103,820",2019-06-03 10:56:20
2019-05,7호선,2724,사가정,"426,654","420,072","108,895","107,063",2019-06-03 10:56:20
2019-05,7호선,2725,용마산,"169,796","155,491","39,802","43,461",2019-06-03 10:56:20
2019-05,7호선,2726,중곡,"268,281","241,008","66,658","67,145",2019-06-03 10:56:20
2019-05,7호선,2727,군자(능동),"392,218","291,798","88,010","75,582",2019-06-03 10:56:20
2019-05,7호선,2728,어린이대공원(세종대),"561,135","579,205","52,472","52,066",2019-06-03 10:56:20
2019-05,7호선,2729,건대입구,"477,778","518,904","61,428","56,737",2019-06-03 10:56:20
2019-05,7호선,2730,뚝섬유원지,"376,276","373,899","50,928","50,901",2019-06-03 10:56:20
2019-05,7호선,2731,청담,"547,942","630,674","80,711","77,743",2019-06-03 10:56:20
2019-05,7호선,2732,강남구청,"423,053","479,654","51,713","51,718",2019-06-03 10:56:20
2019-05,7호선,2733,학동,"593,593","657,284","65,654","62,860",2019-06-03 10:56:20
2019-05,7호선,2734,논현,"544,672","595,615","54,723","54,627",2019-06-03 10:56:20
2019-05,7호선,2735,반포,"181,060","175,274","37,889","35,711",2019-06-03 10:56:20
2019-05,7호선,2736,고속터미널,"586,648","489,014","88,859","78,488",2019-06-03 10:56:20
2019-05,7호선,2737,내방,"376,748","387,152","75,460","73,805",2019-06-03 10:56:20
2019-05,7호선,2738,이수,"456,322","448,953","86,016","82,373",2019-06-03 10:56:20
2019-05,7호선,2739,남성,"309,286","282,244","80,055","79,645",2019-06-03 10:56:20
2019-05,7호선,2740,숭실대입구(살피재),"482,986","480,751","67,271","69,496",2019-06-03 10:56:20
2019-05,7호선,2741,상도,"339,358","336,330","66,778","62,783",2019-06-03 10:56:20
2019-05,7호선,2742,장승배기,"272,051","260,315","82,554","83,533",2019-06-03 10:56:20
2019-05,7호선,2743,신대방삼거리,"449,161","421,057","102,456","103,746",2019-06-03 10:56:20
2019-05,7호선,2744,보라매,"270,863","273,517","51,879","51,771",2019-06-03 10:56:20
2019-05,7호선,2745,신풍,"309,353","289,675","75,055","75,236",2019-06-03 10:56:20
2019-05,7호선,2746,대림(구로구청),"301,810","308,249","41,340","39,917",2019-06-03 10:56:20
2019-05,7호선,2747,남구로,"446,215","474,877","65,877","66,406",2019-06-03 10:56:20
2019-05,7호선,2748,가산디지털단지,"1,169,667","1,170,038","83,075","78,382",2019-06-03 10:56:20
2019-05,7호선,2749,철산,"677,334","692,336","110,568","110,380",2019-06-03 10:56:20
2019-05,7호선,2750,광명사거리,"689,730","663,478","167,322","170,486",2019-06-03 10:56:20
2019-05,7호선,2751,천왕,"257,914","232,101","55,697","54,783",2019-06-03 10:56:20
2019-05,7호선,2752,온수(성공회대입구),"321,364","310,839","42,385","41,555",2019-06-03 10:56:20
2019-05,7호선,2753,까치울,"224,823","212,052","35,326","35,034",2019-06-03 10:56:20
2019-05,7호선,2754,부천종합운동장,"145,397","118,712","22,123","20,937",2019-06-03 10:56:20
2019-05,7호선,2755,춘의,"256,811","250,810","35,568","35,218",2019-06-03 10:56:20
2019-05,7호선,2756,신중동,"418,243","415,225","63,049","60,637",2019-06-03 10:56:20
2019-05,7호선,2757,부천시청,"357,245","360,113","57,217","55,241",2019-06-03 10:56:20
2019-05,7호선,2758,상동,"413,121","433,583","56,874","56,984",2019-06-03 10:56:20
2019-05,7호선,2759,삼산체육관,"150,870","132,552","29,808","28,688",2019-06-03 10:56:20
2019-05,7호선,2760,굴포천,"260,775","273,416","38,737","39,320",2019-06-03 10:56:20
2019-05,7호선,2761,부평구청,"352,609","280,530","33,831","30,180",2019-06-03 10:56:20
2019-05,8호선,2811,암사,"497,231","423,684","107,123","104,512",2019-06-03 10:56:20
2019-05,8호선,2812,천호(풍납토성),"490,236","581,392","99,871","93,696",2019-06-03 10:56:20
2019-05,8호선,2813,강동구청,"266,051","266,520","70,254","70,546",2019-06-03 10:56:20
2019-05,8호선,2814,몽촌토성(평화의문),"190,061","203,965","42,675","42,003",2019-06-03 10:56:20
2019-05,8호선,2815,잠실(송파구청),"423,673","517,653","75,592","73,162",2019-06-03 10:56:20
2019-05,8호선,2816,석촌,"204,430","244,371","58,128","62,894",2019-06-03 10:56:20
2019-05,8호선,2817,송파,"254,567","239,009","65,515","63,798",2019-06-03 10:56:20
2019-05,8호선,2818,가락시장,"185,401","217,274","61,614","63,420",2019-06-03 10:56:20
2019-05,8호선,2819,문정,"527,679","550,067","59,491","59,473",2019-06-03 10:56:20
2019-05,8호선,2820,장지,"532,295","506,902","83,655","79,876",2019-06-03 10:56:20
2019-05,8호선,2821,복정,"331,676","274,103","54,087","49,409",2019-06-03 10:56:20
2019-05,8호선,2822,산성,"159,296","150,838","37,370","40,205",2019-06-03 10:56:20
2019-05,8호선,2823,남한산성입구(성남법원.검찰청),"404,695","372,086","85,414","81,404",2019-06-03 10:56:20
2019-05,8호선,2824,단대오거리,"304,519","279,985","76,680","73,390",2019-06-03 10:56:20
2019-05,8호선,2825,신흥,"111,642","119,551","46,299","48,225",2019-06-03 10:56:20
2019-05,8호선,2826,수진,"131,898","117,937","52,941","52,112",2019-06-03 10:56:20
2019-05,8호선,2827,모란,"102,674","81,046","60,329","42,698",2019-06-03 10:56:20
2019-05,9호선,4101,개화,"179,618","116,284","42,642","33,522",2019-06-03 10:56:20
2019-05,9호선,4102,김포공항,"283,151","352,463","23,394","25,147",2019-06-03 10:56:20
2019-05,9호선,4103,공항시장,"68,744","76,571","25,513","27,597",2019-06-03 10:56:20
2019-05,9호선,4104,신방화,"180,982","174,117","46,312","46,269",2019-06-03 10:56:20
2019-05,9호선,4105,마곡나루,"288,096","284,881","27,130","26,774",2019-06-03 10:56:20
2019-05,9호선,4106,양천향교,"234,818","236,480","47,053","45,655",2019-06-03 10:56:20
2019-05,9호선,4107,가양,"533,038","513,624","135,441","131,612",2019-06-03 10:56:20
2019-05,9호선,4108,증미,"169,042","169,360","45,713","45,870",2019-06-03 10:56:20
2019-05,9호선,4109,등촌,"237,770","237,490","86,418","86,843",2019-06-03 10:56:20
2019-05,9호선,4110,염창,"469,321","452,029","71,001","70,428",2019-06-03 10:56:20
2019-05,9호선,4111,신목동,"109,154","96,107","22,565","21,065",2019-06-03 10:56:20
2019-05,9호선,4112,선유도,"188,253","183,304","27,261","26,833",2019-06-03 10:56:20
2019-05,9호선,4113,당산,"532,143","518,480","73,051","68,211",2019-06-03 10:56:20
2019-05,9호선,4114,국회의사당,"422,692","421,469","55,720","49,345",2019-06-03 10:56:20
2019-05,9호선,4115,여의도,"626,751","621,102","47,505","44,771",2019-06-03 10:56:20
2019-05,9호선,4116,샛강,"127,977","131,770","28,462","28,613",2019-06-03 10:56:20
2019-05,9호선,4117,노량진,"825,609","847,251","98,032","100,886",2019-06-03 10:56:20
2019-05,9호선,4118,노들,"113,000","94,258","35,912","33,091",2019-06-03 10:56:20
2019-05,9호선,4119,흑석(중앙대입구),"295,597","296,602","60,729","62,111",2019-06-03 10:56:20
2019-05,9호선,4120,동작(현충원),"62,450","47,855","18,361","16,222",2019-06-03 10:56:20
2019-05,9호선,4121,구반포,"73,211","77,922","26,119","26,658",2019-06-03 10:56:20
2019-05,9호선,4122,신반포,"85,289","88,478","25,310","25,395",2019-06-03 10:56:20
2019-05,9호선,4123,고속터미널,"411,722","653,517","59,610","72,655",2019-06-03 10:56:20
2019-05,9호선,4124,사평,"84,353","79,890","19,045","19,037",2019-06-03 10:56:20
2019-05,9호선,4125,신논현,"956,357","971,392","59,774","57,230",2019-06-03 10:56:20
2019-05,공항철도 1호선,4201,서울역,"400,044","337,893","40,345","35,870",2019-06-03 10:56:20
2019-05,공항철도 1호선,4202,공덕,"66,622","88,960","7,862","9,175",2019-06-03 10:56:20
2019-05,공항철도 1호선,4203,홍대입구,"384,821","373,115","19,382","18,528",2019-06-03 10:56:20
2019-05,공항철도 1호선,4204,디지털미디어시티,"386,609","333,571","25,615","23,799",2019-06-03 10:56:20
2019-05,공항철도 1호선,4206,마곡나루,"156,745","143,038","10,652","10,887",2019-06-03 10:56:20
2019-05,공항철도 1호선,4207,김포공항,"313,214","203,892","21,628","16,719",2019-06-03 10:56:20
2019-05,공항철도 1호선,4208,계양,"326,842","299,469","34,633","33,203",2019-06-03 10:56:20
2019-05,공항철도 1호선,4209,검암,"240,124","236,231","21,321","21,515",2019-06-03 10:56:20
2019-05,공항철도 1호선,4210,청라국제도시,"195,975","186,770","12,431","12,390",2019-06-03 10:56:20
2019-05,공항철도 1호선,4211,운서,"200,555","208,402","27,824","27,779",2019-06-03 10:56:20
2019-05,공항철도 1호선,4212,공항화물청사,"66,233","75,625","8,711","8,706",2019-06-03 10:56:20
2019-05,공항철도 1호선,4213,인천공항1터미널,"463,395","457,635","44,785","42,917",2019-06-03 10:56:20
2019-05,공항철도 1호선,4215,인천공항2터미널,"154,235","132,918","17,703","15,332",2019-06-03 10:56:20
2019-05,공항철도 1호선,4217,영종,"69,211","71,095","18,621","18,989",2019-06-03 10:56:20
2019-05,9호선2~3단계,4126,언주,"239,146","236,941","27,257","26,900",2019-06-03 10:56:20
2019-05,9호선2~3단계,4127,선정릉,"233,212","253,335","25,599","26,348",2019-06-03 10:56:20
2019-05,9호선2~3단계,4128,삼성중앙,"151,609","153,935","24,673","24,499",2019-06-03 10:56:20
2019-05,9호선2~3단계,4129,봉은사,"516,581","526,523","55,496","52,784",2019-06-03 10:56:20
2019-05,9호선2~3단계,4130,종합운동장,"136,121","117,397","20,759","17,270",2019-06-03 10:56:20
2019-05,9호선2~3단계,4131,삼전,"133,580","129,719","31,255","30,715",2019-06-03 10:56:20
2019-05,9호선2~3단계,4132,석촌고분,"117,704","114,493","31,710","31,310",2019-06-03 10:56:20
2019-05,9호선2~3단계,4133,석촌,"179,716","141,176","30,256","24,672",2019-06-03 10:56:20
2019-05,9호선2~3단계,4134,송파나루,"94,041","96,404","23,180","23,605",2019-06-03 10:56:20
2019-05,9호선2~3단계,4135,한성백제,"62,156","53,927","13,460","11,685",2019-06-03 10:56:20
2019-05,9호선2~3단계,4136,올림픽공원(한국체대),"219,121","223,706","23,546","24,124",2019-06-03 10:56:20
2019-05,9호선2~3단계,4137,둔촌오륜,"24,578","21,675","6,062","5,997",2019-06-03 10:56:20
2019-05,9호선2~3단계,4138,중앙보훈병원,"157,908","139,342","64,843","65,287",2019-06-03 10:56:20
2019-05,우이신설선,4701,북한산우이,"71,259","62,823","41,660","41,735",2019-06-03 10:56:20
2019-05,우이신설선,4702,솔밭공원,"47,882","44,027","29,918","31,243",2019-06-03 10:56:20
2019-05,우이신설선,4703,4.19민주묘지,"85,656","84,854","35,103","32,252",2019-06-03 10:56:20
2019-05,우이신설선,4704,가오리,"83,570","76,020","48,326","49,502",2019-06-03 10:56:20
2019-05,우이신설선,4705,화계,"65,657","56,584","42,866","43,383",2019-06-03 10:56:20
2019-05,우이신설선,4706,삼양,"36,724","38,053","28,340","31,710",2019-06-03 10:56:20
2019-05,우이신설선,4707,삼양사거리,"40,148","40,223","37,748","38,886",2019-06-03 10:56:20
2019-05,우이신설선,4708,솔샘,"142,673","127,246","38,536","39,725",2019-06-03 10:56:20
2019-05,우이신설선,4709,북한산보국문,"161,867","141,742","45,041","45,814",2019-06-03 10:56:20
2019-05,우이신설선,4710,정릉,"97,184","84,030","48,775","45,712",2019-06-03 10:56:20
2019-05,우이신설선,4711,성신여대입구(돈암),"87,982","103,574","34,415","32,373",2019-06-03 10:56:20
2019-05,우이신설선,4712,보문,"35,939","36,973","17,275","17,703",2019-06-03 10:56:20
2019-05,우이신설선,4713,신설동,"42,076","44,785","23,061","20,860",2019-06-03 10:56:20
